17:41:29.784 [main] DEBUG oct1_log4j.LogFileImpl - i am from debug
17:41:29.838 [main] ERROR oct1_log4j.LogFileImpl - i am from error
17:41:29.838 [main] INFO  oct1_log4j.LogFileImpl - i am from info
18:32:54.801 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //button[@id='SubmitLogin']
18:32:54.802 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:32:58.114 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:32:58.122 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //li[text()='Authentication failed.']
18:32:58.192 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //li[text()='Authentication failed.']
18:32:58.229 [main] INFO  oct1_log4j.LogFileImpl - My Testcase002 is PASS
18:32:58.231 [main] INFO  oct1_log4j.LogFileImpl - Test Successfully Finished : TestCase002
18:33:00.083 [main] INFO  oct1_log4j.LogFileImpl - New Test Started : TestCase003
18:33:00.088 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign in
18:33:00.126 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign in
18:33:00.126 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:33:02.959 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> link text: Sign in]
18:33:02.959 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='email']
18:33:02.996 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='email']
18:33:03.273 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='passwd']
18:33:03.309 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='passwd']
18:33:03.472 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //button[@id='SubmitLogin']
18:33:03.505 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //button[@id='SubmitLogin']
18:33:03.509 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:33:05.226 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (7584674ef088cd0a967c49257680f869)] -> xpath: //button[@id='SubmitLogin']]
18:33:05.227 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //li[text()='Password is required.']
18:33:05.275 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //li[text()='Password is required.']
18:33:05.317 [main] INFO  oct1_log4j.LogFileImpl - My Testcase003 is PASS
18:33:05.320 [main] INFO  oct1_log4j.LogFileImpl - Test Successfully Finished : TestCase003
18:33:06.940 [main] INFO  oct1_log4j.LogFileImpl - This is onFinish method  : [ResultMap map=[[TestResult name=TestCase002 status=SUCCESS method=ContactUsTestCases.TestCase002()[pri:0, instance:sept29_TestCases.ContactUsTestCases@6c6c5427] output={null}], [TestResult name=TestCase002 status=SUCCESS method=LoginTestCases.TestCase002()[pri:0, instance:sept29_TestCases.LoginTestCases@3918c187] output={null}], [TestResult name=TestCase001 status=SUCCESS method=LoginTestCases.TestCase001()[pri:0, instance:sept29_TestCases.LoginTestCases@3918c187] output={null}], [TestResult name=TestCase001 status=SUCCESS method=ContactUsTestCases.TestCase001()[pri:0, instance:sept29_TestCases.ContactUsTestCases@6c6c5427] output={null}], [TestResult name=testcase001 status=SUCCESS method=AddToCartTestCase.testcase001()[pri:0, instance:sept29_TestCases.AddToCartTestCase@295eaa7c] output={null}], [TestResult name=TestCase003 status=SUCCESS method=LoginTestCases.TestCase003()[pri:0, instance:sept29_TestCases.LoginTestCases@3918c187] output={null}]]]
18:33:06.941 [main] INFO  oct1_log4j.LogFileImpl - This is onFinish method  : [ResultMap map=[]]
01:36:57.668 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign in
01:36:57.882 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign in
01:36:57.896 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign in]
01:37:00.870 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign in]
01:37:00.870 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='email']
01:37:00.929 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='email']
01:37:01.382 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='passwd']
01:37:01.425 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='passwd']
01:37:01.692 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //button[@id='SubmitLogin']
01:37:01.742 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //button[@id='SubmitLogin']
01:37:01.748 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> xpath: //button[@id='SubmitLogin']]
01:37:04.172 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> xpath: //button[@id='SubmitLogin']]
01:37:04.173 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //h1[@class='page-heading']
01:37:04.234 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //h1[@class='page-heading']
01:37:04.337 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign out
01:37:04.391 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign out
01:37:04.410 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign out]
01:37:07.392 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign out]
01:37:19.639 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.linkText: Sign in
01:37:19.709 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.linkText: Sign in
01:37:19.710 [main] INFO  oct1_log4j.LogFileImpl - Trying to click on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign in]
01:37:22.389 [main] INFO  oct1_log4j.LogFileImpl - Clicked on: [[ChromeDriver: chrome on WINDOWS (0b1ed82de28b9cedfcff534091695ede)] -> link text: Sign in]
01:37:22.391 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='email']
01:37:22.458 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='email']
01:37:22.741 [main] INFO  oct1_log4j.LogFileImpl - Trying to find Element By : By.xpath: //input[@id='passwd']
01:37:22.792 [main] INFO  oct1_log4j.LogFileImpl - Found Element By : By.xpath: //input[@id='passwd']
